-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.3252467
-157.9431852,21.32524669
-157.9431852,21.32524669
-157.9431852,21.32524669
-157.9431852,21.32524669
-157.9431852,21.32524669
-157.9431852,21.32524669
-157.9431852,21.32524669
-157.9431852,21.32524669
-157.9431852,21.32524669
-157.9431852,21.32524669
-157.9431852,21.32524669
-157.9431852,21.32524669
